date,title,sentiment,link
2025-01-08,Austria's polarising far-right leader bids to become chancellor,Neutral,https://www.reuters.com/world/europe/austrias-polarising-far-right-leader-bids-become-chancellor-2025-01-06/
2025-01-08,"Canada PM Trudeau to announce on Monday he will step down, CBC News says",Neutral,https://www.reuters.com/world/americas/canada-pm-trudeau-announce-intention-step-down-cbc-news-reports-2025-01-06/
2025-01-08,Blinken calls for push to get Gaza truce deal over 'finish line',Neutral,https://www.reuters.com/world/middle-east/blinken-calls-push-get-gaza-truce-deal-over-finish-line-2025-01-06/
2025-01-08,Nvidia launches Cosmos World Foundation Model platform to accelerate physical AI,Neutral,https://venturebeat.com/ai/nvidia-launches-cosmos-world-foundation-model-platform-to-accelerate-physical-ai/
2025-01-08,"Nvidia's AI agent play is here with new models, orchestration blueprints",Neutral,https://venturebeat.com/ai/nvidias-ai-agent-play-is-here-with-new-models-orchestration-blueprints/
2025-01-08,Nvidia unveils Project Digits personal AI supercomputer for researchers and students,Neutral,https://venturebeat.com/ai/nvidia-unveils-project-digits-personal-ai-supercomputer-for-researchers-and-students/
2025-01-08,Meta retreats from fact checking content: what it means for businesses,Neutral,https://venturebeat.com/ai/meta-retreats-from-fact-checking-content-what-it-means-for-businesses/
2025-01-08,OnPay Raises Over $100 Million in Funding,Neutral,https://venturebeat.com/business/onpay-raises-over-100-million-in-funding/
2025-01-08,Justin Trudeau announces plan to step down,Neutral,https://www.reuters.com/world/americas/justin-trudeau-announces-plan-step-down-2025-01-06/
2025-01-08,Justin Trudeau's star power dimmed after weathering pandemic and Trump,Neutral,https://www.reuters.com/world/americas/trudeaus-star-power-dimmed-after-weathering-pandemic-trump-2025-01-06/
2025-01-08,Austria's polarising far-right leader bids to become chancellor,Neutral,https://www.reuters.com/world/europe/austrias-polarising-far-right-leader-bids-become-chancellor-2025-01-06/
2025-01-08,"Canada PM Trudeau to announce on Monday he will step down, CBC News says",Neutral,https://www.reuters.com/world/americas/canada-pm-trudeau-announce-intention-step-down-cbc-news-reports-2025-01-06/
2025-01-08,Blinken calls for push to get Gaza truce deal over 'finish line',Neutral,https://www.reuters.com/world/middle-east/blinken-calls-push-get-gaza-truce-deal-over-finish-line-2025-01-06/
2025-01-08,Nvidia launches Cosmos World Foundation Model platform to accelerate physical AI,Neutral,https://venturebeat.com/ai/nvidia-launches-cosmos-world-foundation-model-platform-to-accelerate-physical-ai/
2025-01-08,"Nvidia's AI agent play is here with new models, orchestration blueprints",Neutral,https://venturebeat.com/ai/nvidias-ai-agent-play-is-here-with-new-models-orchestration-blueprints/
2025-01-08,Nvidia unveils Project Digits personal AI supercomputer for researchers and students,Neutral,https://venturebeat.com/ai/nvidia-unveils-project-digits-personal-ai-supercomputer-for-researchers-and-students/
2025-01-08,Meta retreats from fact-checking content: what it means for businesses,Neutral,https://venturebeat.com/ai/meta-retreats-from-fact-checking-content-what-it-means-for-businesses/
2025-01-08,OnPay Raises Over $100 Million in Funding,Neutral,https://venturebeat.com/business/onpay-raises-over-100-million-in-funding/
2025-01-08,Justin Trudeau announces plan to step down,Neutral,https://www.reuters.com/world/americas/justin-trudeau-announces-plan-step-down-2025-01-06/
2025-01-08,Justin Trudeau's star power dimmed after weathering pandemic and Trump,Neutral,https://www.reuters.com/world/americas/trudeaus-star-power-dimmed-after-weathering-pandemic-trump-2025-01-06/
2025-01-08,Austria's polarising far-right leader bids to become chancellor,Neutral,https://www.reuters.com/world/europe/austrias-polarising-far-right-leader-bids-become-chancellor-2025-01-06/
2025-01-08,"Canada PM Trudeau to announce on Monday he will step down, CBC News says",Neutral,https://www.reuters.com/world/americas/canada-pm-trudeau-announce-intention-step-down-cbc-news-reports-2025-01-06/
2025-01-08,Blinken calls for push to get Gaza truce deal over 'finish line',Neutral,https://www.reuters.com/world/middle-east/blinken-calls-push-get-gaza-truce-deal-over-finish-line-2025-01-06/
2025-01-08,"Meta proposes new scalable memory layers that improve knowledge, reduce hallucinations",Neutral,https://venturebeat.com/ai/meta-proposes-new-scalable-memory-layers-that-improve-knowledge-reduce-hallucinations/
2025-01-08,"Nvidia's AI agent play is here with new models, orchestration blueprints",Neutral,https://venturebeat.com/ai/nvidias-ai-agent-play-is-here-with-new-models-orchestration-blueprints/
2025-01-08,Meta retreats from fact-checking content: what it means for businesses,Neutral,https://venturebeat.com/ai/meta-retreats-from-fact-checking-content-what-it-means-for-businesses/
2025-01-08,OnPay Raises Over $100 Million in Funding,Neutral,https://venturebeat.com/business/onpay-raises-over-100-million-in-funding/
2025-01-08,"Formic Continues To Accelerate Robot Usage Growth in 2024 with 200k Production Hours, Celebrates with First Automation Community Event",Neutral,https://venturebeat.com/business/formic-continues-to-accelerate-robot-usage-growth-in-2024-with-200k-production-hours-celebrates-with-first-automation-community-event/
2025-01-08,South Korean court re-issues arrest warrant for impeached President Yoon,Neutral,https://www.reuters.com/world/asia-pacific/south-korean-court-re-issues-arrest-warrant-impeached-president-yoon-2025-01-07/
2025-01-08,Three Palestinians killed in the West Bank as Israeli military operations intensify,Neutral,https://www.reuters.com/world/middle-east/three-palestinians-killed-west-bank-israeli-military-operations-intensify-2025-01-07/
2025-01-08,South Korea's impeached leader Yoon hunkers down in Seoul's 'Beverly Hills',Neutral,https://www.reuters.com/world/asia-pacific/south-koreas-impeached-leader-yoon-hunkers-down-seouls-beverly-hills-2025-01-07/
2025-01-08,"Exclusive: UAE in talks with US, Israel about provisional government for post-war Gaza",Neutral,https://www.reuters.com/world/uae-in-talks-with-us-israel-about-provisional-government-post-war-gaza-2025-01-07/
2025-01-08,South Korean transport minister plans to resign over country's worst air crash,Neutral,https://www.reuters.com/world/asia-pacific/south-korean-transport-minister-plans-resign-over-countrys-worst-air-crash-2025-01-07/
2025-01-08,"Meta proposes new scalable memory layers that improve knowledge, reduce hallucinations",Neutral,https://venturebeat.com/ai/meta-proposes-new-scalable-memory-layers-that-improve-knowledge-reduce-hallucinations/
2025-01-08,"Nvidia's AI agent play is here with new models, orchestration blueprints",Neutral,https://venturebeat.com/ai/nvidias-ai-agent-play-is-here-with-new-models-orchestration-blueprints/
2025-01-08,Meta retreats from fact-checking content: what it means for businesses,Neutral,https://venturebeat.com/ai/meta-retreats-from-fact-checking-content-what-it-means-for-businesses/
2025-01-08,Microsoft makes powerful Phi-4 model fully open-source on Hugging Face,Neutral,https://venturebeat.com/ai/microsoft-makes-powerful-phi-4-model-fully-open-source-on-hugging-face/
2025-01-08,OnPay Raises Over $100 Million in Funding,Neutral,https://venturebeat.com/business/onpay-raises-over-100-million-in-funding/
2025-01-08,"Germany pushing for EU to relax sanctions on Syria, FT reports",Neutral,https://www.reuters.com/world/europe/germany-pushing-eu-relax-sanctions-syria-ft-reports-2025-01-07/
2025-01-08,Trump Middle East envoy predicts 'good things' to announce on Gaza hostages before inauguration,Neutral,https://www.reuters.com/world/middle-east/trump-middle-east-envoy-predicts-good-things-announce-gaza-hostages-before-2025-01-07/
2025-01-08,Israel says no foreign courts have warrants issued against reservists,Neutral,https://www.reuters.com/world/middle-east/israel-says-no-foreign-courts-have-warrants-issued-against-reservists-2025-01-07/
2025-01-08,Austrian far-right leader to invite conservatives to hold coalition talks,Neutral,https://www.reuters.com/world/europe/austrian-far-right-leader-invite-conservatives-hold-coalition-talks-2025-01-07/
2025-01-08,Finland recovers anchor from seabed in Baltic Sea cables investigation,Neutral,https://www.reuters.com/world/europe/finland-recovers-anchor-seabed-baltic-sea-cables-investigation-2025-01-07/
2025-01-09,"Smoke, reflections and portals: Adobe’s TransPixar takes AI VFX to the next level",Neutral,https://venturebeat.com/ai/smoke-reflections-and-portals-adobes-transpixar-takes-ai-vfx-to-the-next-level/
2025-01-09,Microsoft makes powerful Phi-4 model fully open-source on Hugging Face,Neutral,https://venturebeat.com/ai/microsoft-makes-powerful-phi-4-model-fully-open-source-on-hugging-face/
2025-01-09,"Nvidia's AI agent play is here with new models, orchestration blueprints",Neutral,https://venturebeat.com/ai/nvidias-ai-agent-play-is-here-with-new-models-orchestration-blueprints/
2025-01-09,"Cofactor Genomics, Inc. Announces CEO Transition in Preparation for Accelerated Commercial Growth and Increased Patient Access for OncoPrism, its Medicare Approved Immunotherapy Test",Neutral,https://venturebeat.com/business/cofactor-genomics-inc-announces-ceo-transition-in-preparation-for-accelerated-commercial-growth-and-increased-patient-access-for-oncoprism-its-medicare-approved-immunotherapy-test/
2025-01-09,"Meta proposes new scalable memory layers that improve knowledge, reduce hallucinations",Neutral,https://venturebeat.com/ai/meta-proposes-new-scalable-memory-layers-that-improve-knowledge-reduce-hallucinations/
2025-01-09,"EU will not tolerate attacks on its borders, France says after Trump Greenland comments",Neutral,https://www.reuters.com/world/europe/eu-will-not-tolerate-attacks-its-borders-france-says-after-trump-greenland-2025-01-08/
2025-01-09,"Ukraine stages drone attack on Russia's Saratov region, causing big fire",Neutral,https://www.reuters.com/world/europe/ukrainian-drones-attack-city-where-russian-strategic-bomber-fleet-is-based-local-2025-01-08/
2025-01-09,EU warns of 'serious blow' from Trump on climate change,Neutral,https://www.reuters.com/business/environment/eu-warns-serious-blow-trump-climate-change-2025-01-08/
2025-01-09,South Korea's Yoon faces second arrest attempt in fortified compound,Neutral,https://www.reuters.com/world/asia-pacific/south-koreas-yoon-faces-second-arrest-attempt-fortified-compound-2025-01-08/
2025-01-09,Rescue efforts under way after earthquake in Tibet kills more than 120,Neutral,https://www.reuters.com/business/environment/rescue-efforts-under-way-after-earthquake-tibet-kills-more-than-120-2025-01-08/
2025-01-09,"Cohere just launched 'North', its biggest AI bet yet for privacy-focused enterprises",Neutral,https://venturebeat.com/ai/cohere-launches-north-to-redefine-enterprise-ai-with-security-and-customization-at-its-core/
2025-01-09,How Narvar is using AI and data to enhance post-purchase customer experiences,Neutral,https://venturebeat.com/ai/how-narvar-is-using-ai-and-data-to-enhance-post-purchase-customer-experiences/
2025-01-09,"Smoke, reflections and portals: Adobe’s TransPixar takes AI VFX to the next level",Neutral,https://venturebeat.com/ai/smoke-reflections-and-portals-adobes-transpixar-takes-ai-vfx-to-the-next-level/
2025-01-09,The Next Generation of Investment Tools Is JargonAi,Neutral,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-09,"Diffbot’s AI model doesn’t guess — it knows, thanks to a trillion-fact knowledge graph",Neutral,https://venturebeat.com/ai/diffbots-ai-model-doesnt-guess-it-knows-thanks-to-a-trillion-fact-knowledge-graph/
2025-01-09,"Congo rebels muddy minerals market with illegal Rwanda exports, says UN report",Neutral,https://www.reuters.com/world/africa/congo-rebels-muddy-minerals-market-with-illegal-rwanda-exports-says-un-report-2025-01-08/
2025-01-09,Russian strike kills 13 in Ukrainian city of Zaporizhzhia,Neutral,https://www.reuters.com/world/europe/russian-strike-kills-13-ukrainian-city-zaporizhzhia-2025-01-08/
2025-01-09,Canada's main opposition leader Poilievre rides wave of anti-Trudeau discontent,Neutral,https://www.reuters.com/world/americas/canadas-main-opposition-leader-poilievre-rides-wave-anti-trudeau-discontent-2025-01-08/
2025-01-09,"With Hezbollah weakened, Lebanon to hold presidential vote",Neutral,https://www.reuters.com/world/middle-east/with-hezbollah-weakened-lebanon-hold-presidential-vote-2025-01-08/
2025-01-09,Hollywood stars among thousands fleeing Los Angeles-area wildfires,Neutral,https://www.reuters.com/business/environment/tens-thousands-flee-wildfires-tear-through-los-angeles-area-2025-01-08/
2025-01-09,"Cohere just launched 'North', its biggest AI bet yet for privacy-focused enterprises",Neutral,https://venturebeat.com/ai/cohere-launches-north-to-redefine-enterprise-ai-with-security-and-customization-at-its-core/
2025-01-09,How Narvar is using AI and data to enhance post-purchase customer experiences,Neutral,https://venturebeat.com/ai/how-narvar-is-using-ai-and-data-to-enhance-post-purchase-customer-experiences/
2025-01-09,"Smoke, reflections and portals: Adobe’s TransPixar takes AI VFX to the next level",Neutral,https://venturebeat.com/ai/smoke-reflections-and-portals-adobes-transpixar-takes-ai-vfx-to-the-next-level/
2025-01-09,Microsoft’s new rStar-Math technique upgrades small models to outperform OpenAI’s o1-preview at math problems,Neutral,https://venturebeat.com/ai/microsofts-new-rstar-math-technique-upgrades-small-models-to-outperform-openais-o1-preview-at-math-problems/
2025-01-09,The Next Generation of Investment Tools Is JargonAi,Neutral,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-09,Greenland greets Trump interest with MAGA caps but mixed feelings,Neutral,https://www.reuters.com/world/europe/greenland-greets-trump-interest-with-maga-caps-mixed-feelings-2025-01-08/
2025-01-09,"NATO membership only credible security guarantee for Ukraine, Finnish foreign minister says",Neutral,https://www.reuters.com/world/europe/nato-membership-only-credible-security-guarantee-ukraine-finnish-foreign-2025-01-08/
2025-01-09,"Gunfire heard near the presidency of Chad's capital, military vehicles seen",Neutral,https://www.reuters.com/world/africa/gunshots-heard-near-presidency-chad-capital-ndjamena-residents-afp-say-2025-01-08/
2025-01-09,Canada's main opposition leader Poilievre rides wave of anti-Trudeau discontent,Neutral,https://www.reuters.com/world/americas/canadas-main-opposition-leader-poilievre-rides-wave-anti-trudeau-discontent-2025-01-08/
2025-01-09,Venezuela's opposition decry arrests ahead of anti-Maduro protests,Neutral,https://www.reuters.com/world/americas/venezuelas-opposition-decry-arrests-ahead-anti-maduro-protests-2025-01-08/
2025-01-09,"Cohere just launched 'North', its biggest AI bet yet for privacy-focused enterprises",Negative,https://venturebeat.com/ai/cohere-launches-north-to-redefine-enterprise-ai-with-security-and-customization-at-its-core/
2025-01-09,How Narvar is using AI and data to enhance post-purchase customer experiences,Positive,https://venturebeat.com/ai/how-narvar-is-using-ai-and-data-to-enhance-post-purchase-customer-experiences/
2025-01-09,"Smoke, reflections and portals: Adobe’s TransPixar takes AI VFX to the next level",Positive,https://venturebeat.com/ai/smoke-reflections-and-portals-adobes-transpixar-takes-ai-vfx-to-the-next-level/
2025-01-09,Microsoft’s new rStar-Math technique upgrades small models to outperform OpenAI’s o1-preview at math problems,Positive,https://venturebeat.com/ai/microsofts-new-rstar-math-technique-upgrades-small-models-to-outperform-openais-o1-preview-at-math-problems/
2025-01-09,The Next Generation of Investment Tools Is JargonAi,Negative,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-09,Greenland greets Trump interest with MAGA caps but mixed feelings,Negative,https://www.reuters.com/world/europe/greenland-greets-trump-interest-with-maga-caps-mixed-feelings-2025-01-08/
2025-01-09,"NATO membership only credible security guarantee for Ukraine, Finnish foreign minister says",Negative,https://www.reuters.com/world/europe/nato-membership-only-credible-security-guarantee-ukraine-finnish-foreign-2025-01-08/
2025-01-09,"Gunfire heard near the presidency of Chad's capital, military vehicles seen",Negative,https://www.reuters.com/world/africa/gunshots-heard-near-presidency-chad-capital-ndjamena-residents-afp-say-2025-01-08/
2025-01-09,Canada's main opposition leader Poilievre rides wave of anti-Trudeau discontent,Negative,https://www.reuters.com/world/americas/canadas-main-opposition-leader-poilievre-rides-wave-anti-trudeau-discontent-2025-01-08/
2025-01-09,Venezuela's opposition decry arrests ahead of anti-Maduro protests,Negative,https://www.reuters.com/world/americas/venezuelas-opposition-decry-arrests-ahead-anti-maduro-protests-2025-01-08/
2025-01-09,"Cohere just launched 'North', its biggest AI bet yet for privacy-focused enterprises",Negative,https://venturebeat.com/ai/cohere-launches-north-to-redefine-enterprise-ai-with-security-and-customization-at-its-core/
2025-01-09,How Narvar is using AI and data to enhance post-purchase customer experiences,Positive,https://venturebeat.com/ai/how-narvar-is-using-ai-and-data-to-enhance-post-purchase-customer-experiences/
2025-01-09,"Smoke, reflections and portals: Adobe’s TransPixar takes AI VFX to the next level",Positive,https://venturebeat.com/ai/smoke-reflections-and-portals-adobes-transpixar-takes-ai-vfx-to-the-next-level/
2025-01-09,Microsoft’s new rStar-Math technique upgrades small models to outperform OpenAI’s o1-preview at math problems,Positive,https://venturebeat.com/ai/microsofts-new-rstar-math-technique-upgrades-small-models-to-outperform-openais-o1-preview-at-math-problems/
2025-01-09,The Next Generation of Investment Tools Is JargonAi,Negative,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-09,Greenland greets Trump interest with MAGA caps but mixed feelings,Negative,https://www.reuters.com/world/europe/greenland-greets-trump-interest-with-maga-caps-mixed-feelings-2025-01-08/
2025-01-09,"NATO membership only credible security guarantee for Ukraine, Finnish foreign minister says",Negative,https://www.reuters.com/world/europe/nato-membership-only-credible-security-guarantee-ukraine-finnish-foreign-2025-01-08/
2025-01-09,"Gunfire heard near the presidency of Chad's capital, military vehicles seen",Negative,https://www.reuters.com/world/africa/gunshots-heard-near-presidency-chad-capital-ndjamena-residents-afp-say-2025-01-08/
2025-01-09,Canada's main opposition leader Poilievre rides wave of anti-Trudeau discontent,Negative,https://www.reuters.com/world/americas/canadas-main-opposition-leader-poilievre-rides-wave-anti-trudeau-discontent-2025-01-08/
2025-01-09,Venezuela's opposition decry arrests ahead of anti-Maduro protests,Negative,https://www.reuters.com/world/americas/venezuelas-opposition-decry-arrests-ahead-anti-maduro-protests-2025-01-08/
2025-01-10,LlamaIndex goes beyond RAG so agents can make complex decisions,Negative,https://venturebeat.com/ai/llamaindex-goes-beyond-rag-so-agents-can-make-complex-decisions/
2025-01-10,Microsoft's new rStar-Math technique upgrades small models to outperform OpenAI's o1-preview at math problems,Positive,https://venturebeat.com/ai/microsofts-new-rstar-math-technique-upgrades-small-models-to-outperform-openais-o1-preview-at-math-problems/
2025-01-10,"Diffbot’s AI model doesn’t guess — it knows, thanks to a trillion-fact knowledge graph",Positive,https://venturebeat.com/ai/diffbots-ai-model-doesnt-guess-it-knows-thanks-to-a-trillion-fact-knowledge-graph/
2025-01-10,The Next Generation of Investment Tools Is JargonAi,Negative,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-10,Prudentia Sciences Launches with $7M in Funding to Transform the Life Sciences Marketplace for Dealmaking,Positive,https://venturebeat.com/business/prudentia-sciences-launches-with-7m-in-funding-to-transform-the-life-sciences-marketplace-for-dealmaking/
2025-01-10,"As South Korea's impeached president Yoon awaits fate, his party sees signs of revival",Negative,https://www.reuters.com/world/asia-pacific/south-koreas-impeached-president-yoon-awaits-fate-his-party-sees-signs-revival-2025-01-09/
2025-01-10,Mozambique opposition leader returns after fleeing on post-election safety fears,Positive,https://www.reuters.com/world/africa/mozambique-opposition-leader-returns-after-fleeing-post-election-safety-fears-2025-01-09/
2025-01-10,Trump looks to Greenland to cement his legacy and expand sphere of US influence,Positive,https://www.reuters.com/world/trump-looks-greenland-cement-his-legacy-expand-sphere-us-influence-2025-01-09/
2025-01-10,Focus shifts to Tibet earthquake survivors as search called off,Negative,https://www.reuters.com/business/environment/focus-shifts-tibet-earthquake-survivors-search-called-off-2025-01-09/
2025-01-10,Lawyer for South Korea's Yoon says impeached president in official residence,Negative,https://www.reuters.com/world/asia-pacific/lawyer-south-koreas-yoon-says-impeached-president-official-residence-2025-01-09/
2025-01-10,LlamaIndex goes beyond RAG so agents can make complex decisions,Negative,https://venturebeat.com/ai/llamaindex-goes-beyond-rag-so-agents-can-make-complex-decisions/
2025-01-10,Microsoft's new rStar-Math technique upgrades small models to outperform OpenAI's o1-preview at math problems,Positive,https://venturebeat.com/ai/microsofts-new-rstar-math-technique-upgrades-small-models-to-outperform-openais-o1-preview-at-math-problems/
2025-01-10,"Diffbot’s AI model doesn’t guess — it knows, thanks to a trillion-fact knowledge graph",Positive,https://venturebeat.com/ai/diffbots-ai-model-doesnt-guess-it-knows-thanks-to-a-trillion-fact-knowledge-graph/
2025-01-10,Self-invoking code benchmarks help you decide which LLMs to use for your programming tasks,Positive,https://venturebeat.com/ai/self-invoking-code-benchmarks-help-you-decide-which-llms-to-use-for-your-programming-tasks/
2025-01-10,The Next Generation of Investment Tools Is JargonAi,Negative,https://venturebeat.com/business/the-next-generation-of-investment-tools-is-jargonai/
2025-01-10,Austria's far-right led coalition talks: what are the challenges?,Negative,https://www.reuters.com/world/europe/challenges-austrias-far-right-faces-coalition-talks-2025-01-09/
2025-01-10,"Italy's Meloni sees Trump defending Western interests, engaging with Ukraine",Positive,https://www.reuters.com/world/italys-meloni-sees-trump-defending-western-interests-engaging-with-ukraine-2025-01-09/
2025-01-10,"Musk to host German far-right leader on X, stirs angst about election meddling",Positive,https://www.reuters.com/world/musk-host-german-far-right-leader-x-stirs-angst-about-election-meddling-2025-01-09/
2025-01-10,"Ghana could seek more IMF funding, incoming finance minister says",Negative,https://www.reuters.com/world/africa/ghana-president-names-cassiel-ato-forson-finance-minister-2025-01-09/
2025-01-10,"As Maduro inauguration looms, Venezuela opposition hold street protests",Negative,https://www.reuters.com/world/americas/maduro-inauguration-looms-venezuela-opposition-plan-street-protests-2025-01-09/
2025-01-11,"Google DeepMind researchers introduce new benchmark to improve LLM factuality, reduce hallucinations",Positive,https://venturebeat.com/ai/google-deepmind-researchers-introduce-new-benchmark-to-improve-llm-factuality-reduce-hallucinations/
2025-01-11,Researchers improved AI agent performance on unfamiliar tasks using 'Dungeons and Dragons',Positive,https://venturebeat.com/ai/researchers-improved-ai-agent-performance-on-unfamiliar-tasks-using-dungeons-and-dragons/
2025-01-11,OpenAI has begun building out its robotics team,Positive,https://venturebeat.com/ai/openai-has-begun-building-out-its-robotics-team/
2025-01-11,Breaking the data bottleneck: Salesforce’s ProVision speeds multimodal AI training with image scene graphs,Positive,https://venturebeat.com/data-infrastructure/breaking-the-data-bottleneck-salesforces-provision-speeds-multimodal-ai-training-with-image-scene-graphs/
2025-01-11,Self-invoking code benchmarks help you decide which LLMs to use for your programming tasks,Positive,https://venturebeat.com/ai/self-invoking-code-benchmarks-help-you-decide-which-llms-to-use-for-your-programming-tasks/
2025-01-11,MSF suspends operations at key hospital in Sudan's capital,Negative,https://www.reuters.com/world/africa/msf-suspends-operations-key-hospital-sudans-capital-2025-01-10/
2025-01-11,Efforts to end Kurdish militant conflict in Turkey face Syria test,Negative,https://www.reuters.com/world/middle-east/efforts-end-kurdish-militant-conflict-turkey-face-syria-test-2025-01-10/
2025-01-11,Tally of Tibet earthquake injured rises on third day of search for survivors,Negative,https://www.reuters.com/business/environment/tally-tibet-earthquake-injured-rises-third-day-search-survivors-2025-01-10/
2025-01-11,"2024 was the first year above 1.5C of global warming, scientists say",Positive,https://www.reuters.com/business/environment/2024-was-first-year-above-15c-global-warming-scientists-say-2025-01-10/
2025-01-11,South Korea jet crash puts fast-growing Jeju Air's safety under scrutiny,Positive,https://www.reuters.com/world/asia-pacific/south-korea-jet-crash-puts-fast-growing-jeju-airs-safety-under-scrutiny-2025-01-10/
2025-01-11,"Google DeepMind researchers introduce new benchmark to improve LLM factuality, reduce hallucinations",Positive,https://venturebeat.com/ai/google-deepmind-researchers-introduce-new-benchmark-to-improve-llm-factuality-reduce-hallucinations/
2025-01-11,Researchers improved AI agent performance on unfamiliar tasks using 'Dungeons and Dragons',Positive,https://venturebeat.com/ai/researchers-improved-ai-agent-performance-on-unfamiliar-tasks-using-dungeons-and-dragons/
2025-01-11,OpenAI has begun building out its robotics team,Positive,https://venturebeat.com/ai/openai-has-begun-building-out-its-robotics-team/
2025-01-11,Breaking the data bottleneck: Salesforce’s ProVision speeds multimodal AI training with image scene graphs,Positive,https://venturebeat.com/data-infrastructure/breaking-the-data-bottleneck-salesforces-provision-speeds-multimodal-ai-training-with-image-scene-graphs/
2025-01-11,Self-invoking code benchmarks help you decide which LLMs to use for your programming tasks,Positive,https://venturebeat.com/ai/self-invoking-code-benchmarks-help-you-decide-which-llms-to-use-for-your-programming-tasks/
2025-01-11,"Exclusive: Western powers warn Syria over foreign jihadists in army, sources say",Negative,https://www.reuters.com/world/middle-east/western-powers-warn-syria-over-foreign-jihadists-army-sources-say-2025-01-10/
2025-01-11,Canada imposes sanctions on 14 Venezuelan officials,Negative,https://www.reuters.com/world/americas/canada-imposes-sanctions-14-venezuelan-officials-2025-01-10/
2025-01-11,Greenland leader says everyone should respect island's wish for independence,Positive,https://www.reuters.com/world/greenland-leader-says-everyone-should-respect-islands-wish-independence-2025-01-10/
